# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020
  6 0.275 1562.39 295.767
  7 0.325 1643.23 283.822
  8 0.375 1619.34 277.019
  9 0.425 1627.5 266.814
  10 0.475 1622.33 254.298
  11 0.525 1626.4 252.168
  12 0.575 1678.93 252.428
  13 0.625 1563.23 259.986
  14 0.675 1625.17 278.738
  15 0.725 1635.42 279.908
  16 0.775 1564.07 289.034
  17 0.825 1611.26 301.155
  18 0.875 1585.09 317.992
  19 0.925 1569.85 335.154
  20 0.975 1568.19 344.677
56000 20 32020.000000000004
  1 0.025 1610.73 349.105
  2 0.075 1594.39 341.083
  3 0.125 1587.83 327.615
  4 0.175 1608.55 321.842
  5 0.225 1559.09 308.197
  6 0.275 1580.08 295.108
  7 0.325 1625.92 285.168
  8 0.375 1620.67 274.641
  9 0.425 1622.02 267.164
  10 0.475 1622.77 252.72
  11 0.525 1621.67 252.587
  12 0.575 1673.94 249.361
  13 0.625 1540.91 259.471
  14 0.675 1619.53 277.215
  15 0.725 1618.9 279.302
  16 0.775 1583.13 289.226
  17 0.825 1616.65 305.031
  18 0.875 1575.63 317.606
  19 0.925 1572.52 331.843
  20 0.975 1565.07 339.89
57000 20 32020
  1 0.025 1592.39 347.398
  2 0.075 1586.67 339.678
  3 0.125 1582.53 328.978
  4 0.175 1607.99 321.513
  5 0.225 1572.53 312.325
  6 0.275 1570.44 295.356
  7 0.325 1657.58 284.376
  8 0.375 1610.83 273.217
  9 0.425 1628.76 266.765
  10 0.475 1623.26 256.656
  11 0.525 1638.19 254.045
  12 0.575 1663.85 253.396
  13 0.625 1561.08 260.891
  14 0.675 1617.74 273.33
  15 0.725 1628.57 280.613
  16 0.775 1553.98 291.059
  17 0.825 1613.66 300.404
  18 0.875 1587.43 320.13
  19 0.925 1570.6 330.419
  20 0.975 1551.92 344.024
58000 20 32020
  1 0.025 1591.35 348.315
  2 0.075 1586.53 339.941
  3 0.125 1602.31 326.143
  4 0.175 1592.11 324.097
  5 0.225 1564.05 314.305
  6 0.275 1585.66 296.137
  7 0.325 1648.91 284.363
  8 0.375 1610.77 275.224
  9 0.425 1620.88 262.756
  10 0.475 1619.49 254.838
  11 0.525 1632.82 252.539
  12 0.575 1670.81 251.998
  13 0.625 1560.8 263.702
  14 0.675 1619.31 270.965
  15 0.725 1624.28 279.683
  16 0.775 1552.91 288.44
  17 0.825 1632.34 303.205
  18 0.875 1589.51 319.308
  19 0.925 1574.03 333.311
  20 0.975 1541.13 344.194
59000 20 32020
  1 0.025 1605.83 348.256
  2 0.075 1594.3 336.926
  3 0.125 1601.68 327.238
  4 0.175 1590.21 322.453
  5 0.225 1563.12 316.927
  6 0.275 1593.67 295.983
  7 0.325 1639.62 280.989
  8 0.375 1616.65 274.178
  9 0.425 1622.57 265.426
  10 0.475 1614.91 253.969
  11 0.525 1639.18 248.32
  12 0.575 1662.66 255.573
  13 0.625 1561.88 263.127
  14 0.675 1616.11 271.806
  15 0.725 1615.62 281.451
  16 0.775 1556.09 288.534
  17 0.825 1616.13 301.889
  18 0.875 1589.11 321.87
  19 0.925 1563.64 335.55
  20 0.975 1557.02 340.132
60000 20 32020.000000000004
